Age,Fare,Embarked,Cabin,Survived,Sex
17.12766799597744,25.82120556518778,S,,0,female
36.96025041675269,5.895674208264054,S,F249,0,male
31.99396030498791,9.1555636206331,S,,0,male
39.666794956948756,5.0,S,,0,female
24.01846295128852,67.41797853583986,S,,0,male
32.219555675074,58.50839337308413,S,F149,0,female
38.75826551554272,26.442510686219357,C,,0,male
25.66914844391666,22.077976477289663,S,,0,male
36.39485332580376,6.779389124431351,S,,0,male
20.733036825066883,17.227208574758258,Q,,0,male
24.917246148088996,,S,,0,female
24.65566948402339,22.02088230275879,S,,0,male
13.258244961753444,13.527808743237356,C,,0,female
36.817614730998145,5.867041703099553,C,,0,male
23.428367237161865,52.78431115865616,Q,F139,0,female
,19.123947380707364,Q,A120,1,male
36.730453224682726,5.872534442871914,C,,0,male
36.251436464419214,10.517221143410495,S,,0,female
39.315391525619006,8.213042076056245,S,,1,female
28.621203216868068,18.316083103667744,S,,0,male
24.07382363138185,23.22286325962311,S,,1,female
28.883945047310412,14.122200391343181,Q,,0,female
,34.60273127530483,S,,0,male
9.740425386076778,21.224614475430574,Q,D205,0,male
11.482205427038366,42.25060485056824,S,,0,male
16.038544413579256,15.642071033049778,S,E128,1,male
35.596839174128114,169.30941761991934,Q,,1,male
17.323293224959148,13.529302565222313,S,,0,male
24.705724243448543,10.672485764184904,S,,0,male
48.189196169004916,9.792233925478222,S,,0,female
25.012304405140036,17.328308461130746,S,,1,female
40.32521795853921,6.0274542232447255,S,,1,female
,24.684956035280067,C,,0,female
27.12387418985318,5.292482202822426,Q,D180,0,male
16.69969123125186,22.49222394069093,C,,0,female
25.253536937392127,7.800000354408661,C,,0,male
,15.380409894095976,C,A31,0,male
5.817514075307118,30.66672772442023,S,,0,female
36.081931009642005,100.76855763098067,C,A77,0,male
33.32829843265189,9.444189035167277,C,,0,male
21.68190062024488,18.07948346968847,S,D155,0,female
9.755190038561636,12.101978209848117,S,,0,female
31.009813107994173,10.92540459548344,C,D14,0,female
22.587102073106767,12.17663155995332,Q,,0,female
33.25746695896586,35.76059300014259,Q,,0,female
30.3059300373282,14.27287517447005,S,C185,0,male
52.42490447849281,96.98136908722357,C,E157,0,male
26.64902121537766,26.87470417986243,S,,0,female
15.67103510329389,9.904533059865269,Q,,0,female
32.509858889388425,15.538275583949096,C,F160,0,female
33.07995357560471,11.458216913286437,Q,,0,male
,35.16488702568155,Q,,0,female
41.6915574428041,6.3779979068457076,S,,1,female
34.99619482809313,,Q,,0,male
50.48624047707386,13.275466621100128,C,,0,male
13.357317239480087,32.3969005179752,S,,0,female
21.043478541503532,47.61473120122441,S,,0,male
17.02793682032265,52.79304895894654,C,F103,0,male
24.542662755819247,29.10357631250913,S,,1,female
10.726393934211677,18.95328608263068,S,,0,female
38.89211325540166,35.031164115648785,S,,0,female
26.88888224061717,,S,D81,0,female
9.40871187696279,5.521999067227587,S,D28,0,female
15.781892863094418,27.266158132804893,C,,0,male
34.38919386430273,9.934614847306616,S,,0,male
41.73377195052134,19.188003911365712,C,,0,female
57.95423248368501,21.839907403712658,S,,0,male
70.79407452410261,,Q,,0,female
35.80173206586395,38.72378756496716,S,,0,female
16.1464663195539,35.96163341943697,C,,1,female
0.4,23.02314575343718,C,F49,0,male
33.7479604728137,14.740359909650648,Q,A108,0,female
18.618824665655435,21.659268348400047,S,A74,0,female
24.184998357484407,13.232192792256066,S,B98,1,female
21.430644813162687,17.50523107083443,S,,0,female
28.028927590170607,125.55217340264514,S,B35,0,male
44.92372323102701,22.81761420665547,S,,0,female
32.198679944234826,27.52711480820389,C,,1,female
27.779112281458364,12.257813197044587,S,,0,male
15.500847460438637,41.01965702733455,S,,1,female
6.554438774139003,,S,,0,female
,34.36871793344095,S,,0,female
29.247044288543513,23.345958198953277,C,,0,male
54.75101879011836,41.42700931550062,S,,0,female
,48.91967354938494,S,E194,0,male
43.758353154322805,24.48765819646683,S,,0,male
23.009861620451872,18.537048454906785,C,,0,female
,37.56976832510098,C,,0,male
16.488365328746795,10.666545827634478,S,B172,0,male
19.846835096499454,12.1511984595633,S,,0,male
59.7985762540923,19.349948538835893,C,,0,female
18.500586490858595,5.936086347038718,C,,1,female
41.73884885230883,35.84903652443534,S,,0,female
17.35901950678163,10.23650526630623,S,E110,1,male
43.042022180239414,14.439337962607095,S,F190,0,male
35.38931352548209,17.29996162034596,C,,0,male
,20.64557013526501,S,E217,0,female
29.429324634103924,15.79104025161609,C,,0,male
20.832972263988534,19.160296874928093,C,D157,0,male
36.24501082074913,19.264435144005112,C,,0,female
23.63023127522908,14.688697634626115,Q,,1,female
12.841519307258526,11.69035192303144,S,A176,0,male
12.10887395952533,42.82113319865215,C,,0,female
32.41623084810967,5.0,C,,0,male
52.10727758974609,17.391809703247016,C,,0,male
,14.465555918756193,S,,0,male
28.339063434461643,,S,,0,female
34.0015659544356,7.257206988126875,Q,,0,male
48.28402438389555,14.156165607005146,S,E169,0,male
33.071355019093986,18.696721473314966,Q,C205,0,male
24.24701876832768,42.48077103283034,S,,0,female
45.48804194083844,25.343682216738785,S,,0,male
36.00259013846259,8.771942296536544,Q,B139,0,female
51.50058388794389,14.278662597604491,C,,0,female
32.565282121106684,37.346378543424194,S,,0,female
12.857433555912996,8.666435655416372,S,,0,male
10.84577121056069,19.009693098174814,S,,0,male
53.11299105123749,19.957712961507536,S,,0,male
,15.33214888267854,S,,0,female
27.486731014043592,132.55879037443307,S,E45,0,female
24.635377504096173,15.045635940084278,S,,0,female
50.46022009139083,27.517869992942465,S,,0,male
14.501360451391168,11.74689811876663,Q,B52,0,female
17.47382173461843,29.061770861595683,C,,0,male
39.00657512564662,36.94947052515281,S,E65,0,male
24.475528279965747,13.308796056753213,Q,,0,male
29.928293865919002,19.33097495491707,S,,0,male
,10.73279664996834,S,,0,male
34.72604368318507,9.015247689714418,S,B19,0,male
,41.502630167153136,Q,,0,female
31.26818869662444,,S,C114,0,male
39.01514310587601,5.0,S,,0,female
1.2975905855656844,69.113446701318,Q,B46,0,female
29.317942372978347,11.456225268850416,C,,0,male
18.194776215899804,16.903807110615105,C,E215,0,female
,63.34744369402409,C,,0,female
17.70586686299749,18.188336446661694,C,,1,male
25.32227183018863,17.915466292345595,S,E148,0,female
42.822635592984184,8.501808187504759,C,,0,female
11.430501951646104,6.395639373555421,S,,0,male
,,S,E139,1,female
23.221627933329902,25.892849301800922,Q,E4,0,female
25.41257667893255,24.875112004986413,S,E72,1,female
44.038609554264454,14.34092364763613,S,,0,female
37.533616118054965,20.37238810090041,S,,0,male
48.72357350419841,5.550860735829843,C,,0,female
27.836920490501395,27.718967176619007,Q,,0,male
20.256803436610156,22.488050771997532,S,,1,female
26.865976563673005,79.96288791116223,S,A51,0,female
33.3949550777971,20.190975607915682,C,,1,male
32.47202701835195,10.38260130228686,C,,0,female
14.818566988732869,19.384888246086632,S,B18,0,female
31.266856942790238,15.967256234585738,S,,0,female
33.195196621944675,27.229351973292882,S,,0,male
65.24463652547489,20.46721716032663,S,,0,male
56.27582455794338,8.314802077236445,C,,0,female
18.054593092176518,6.391568489368809,S,,0,female
25.976632938311536,24.14399613255688,C,,0,male
9.511811974281956,52.888196146998496,C,,1,female
21.73010180451119,21.232722776044568,C,,0,male
34.418470050264766,35.49202941475442,C,A131,0,female
46.88195069243527,40.811602171846566,S,,0,male
19.79282627158948,24.209722097578545,S,,0,female
20.841949839050848,11.35724604738554,S,E92,1,female
,23.028110366982226,C,,1,female
27.722677112371294,46.75639422837391,C,B214,0,female
,29.10539012592521,S,F206,0,male
22.58784801687497,33.91209515482227,C,D216,1,female
17.723949105653766,14.530031286516877,S,,0,male
28.680324240464202,17.43278045745145,S,,0,male
5.391802521007162,18.483729938934978,S,,0,male
9.461366564526132,19.376546632058695,Q,,0,male
,45.49356198946974,S,,0,female
11.976083862163566,5.0,S,F247,0,male
14.645001901635045,20.519523795930485,C,B35,0,male
55.7167893964984,18.998357670080356,S,,0,male
70.6709403693657,7.690218533461235,S,,0,male
13.598067196445216,32.14436141433805,S,,0,male
24.84451460496757,12.095698162617852,S,A134,0,male
34.78177771316713,15.643838688656816,S,,0,female
54.20176702167829,73.26971331380489,S,,0,female
16.184000902004676,40.73067746841729,C,A206,1,female
26.566110156810463,30.028317628579995,C,C198,0,male
40.882726064864414,26.22056048249556,Q,,1,male
36.08672504253266,17.89862661149349,S,,1,female
,,S,,0,male
28.126478496775423,35.21659224034246,S,D14,0,male
10.751458682820255,11.885451156176353,S,,0,female
26.665567584354687,7.537785248474648,C,,0,male
26.27057513987463,29.867967988063235,S,,0,female
33.250378454767585,19.31518567534704,C,B3,0,male
,7.387159447095116,C,,1,female
36.601539315631946,27.11291861603234,S,,0,female
44.1780214494776,16.637862769014887,Q,,1,female
32.176010587358526,29.121171362185052,S,,0,female
34.92458971758885,27.363722785145104,Q,,0,male
30.744174866090145,13.121015545714032,C,C11,0,female
,31.280388481864726,S,D154,0,male
19.898187530400136,14.174809950553415,S,,0,female
34.43091966342631,14.834902608997668,S,A28,1,female
28.63798762221115,13.837883543873131,C,,1,female
59.30435632502833,44.330906589130414,S,,0,female
52.02696863465339,16.503943104092894,C,,0,male
35.40185173579101,52.494595760033064,S,,0,female
19.317199064273254,69.99609180480496,Q,,1,female
14.426239392232148,11.97590367843203,S,,0,male
46.67600134324411,5.0,C,,0,female
,41.727345459129005,C,,1,female
,15.809636700279503,S,,1,male
5.575796182361303,,S,,0,male
42.98413874181453,13.301772881338813,S,,0,male
36.361884735001084,15.023720594928072,C,F247,0,female
,49.801004946999136,C,B81,0,female
23.398652695700715,,S,,0,male
33.69204086099128,49.32934025660803,Q,,1,female
30.73453517698741,28.38764693587635,Q,,0,female
25.90960339875023,16.176159026334762,C,A193,0,male
28.55116424707655,15.283135380589735,S,B136,1,male
26.472316705103605,29.75883686979083,S,,0,male
,35.66956986384544,Q,,0,male
50.6008876219042,40.35659717008755,C,,1,female
0.4,,C,A156,0,male
26.68409629686442,22.70633815709039,Q,,0,female
32.47117389921426,30.229802831131945,S,,0,female
34.14391585561939,15.351673361101762,C,,0,male
24.793195861501943,,C,,1,female
5.405895045299844,11.422787380616022,C,,0,male
34.59193677199754,,C,,0,female
54.18290299829859,31.92996777394597,S,,0,male
8.525940331174073,48.4864436693476,S,,1,female
42.09359219177463,7.773861013439318,Q,C243,0,male
,13.221687717733946,C,,0,female
29.141459158396138,15.634753924952918,S,E181,1,female
15.259420850144714,35.0334010668404,Q,,0,female
25.31761358701773,,S,C86,0,male
48.20062432578542,14.867644853838712,S,,0,male
38.157173387827896,,Q,,0,male
54.25236247573922,,C,,0,female
46.48376644568771,17.939780974599632,Q,,1,female
36.147213505014065,,Q,C176,0,female
54.41508336634909,16.74903664461106,S,D149,0,male
36.145904222336185,44.207605806573234,S,,1,female
41.59183447515883,9.940120707198718,C,,0,male
25.848006650514083,,S,,0,male
30.931641422028868,48.25872851193191,S,,1,female
20.236066473796125,21.179683137708157,S,,0,male
43.85417508432794,32.099095998481644,S,,0,male
13.503749276391883,26.608383545201406,S,A80,1,male
,19.59483112597476,C,C40,1,female
27.330885194927767,15.739769782253928,C,,1,female
,35.948617086599064,S,,0,female
40.512165842237636,45.31488643898789,S,,0,female
55.489046207055225,42.90257480559126,S,,1,female
40.230845675941026,8.759771818097205,C,,0,female
7.9914364208546305,50.07078541164931,S,,0,male
29.06265557942519,15.633957667305028,S,,0,male
13.591899303672577,11.839949020180788,C,,0,female
22.744082206872154,17.840490341104573,S,,0,female
51.157198065874105,,C,,0,male
38.92547335256774,29.32161416324186,Q,A240,0,male
20.214973999897552,16.79749069233724,S,,1,female
,36.1026441141027,S,F185,0,male
30.45894930026765,22.151437804059636,S,,0,female
,13.449204699117304,C,,0,female
20.604036116447865,12.235912826646434,Q,,0,female
34.36813260171741,26.76685560816197,C,D172,0,male
46.174368505493746,18.95821951402349,Q,,0,female
38.52266061114216,7.668694502479847,C,,0,male
,36.34341547293826,S,,1,male
34.261134206423634,,S,,0,male
31.00847002525609,61.220601187936566,C,,0,female
35.794463995217704,7.522563797612389,C,,0,male
52.6269355431169,17.698926402726546,S,,0,male
,12.30512227600189,S,,0,female
21.724552047324522,10.14726525050056,S,,0,female
38.272688519106964,14.285520877542934,S,,0,female
7.857678407644808,,C,A90,0,female
50.66328667274912,22.20592442031061,C,,0,female
35.15699257780922,11.539828191010677,C,,0,female
41.852175801807654,,S,D175,0,female
22.006788738694876,6.019752933650112,Q,,0,female
41.392691659526946,13.797339712412139,S,D91,0,male
44.95860178384654,,S,,1,male
33.26029228192036,17.170014263579517,C,,0,male
33.281612497781744,5.0,Q,C54,0,female
33.784805349944165,18.83699741306495,Q,,1,female
17.913166293648658,41.24009004575018,S,,0,male
27.93459847663506,62.55141591296357,S,,0,male
27.864684545666975,,C,,0,female
35.36751410094893,11.461860765089392,C,,0,female
43.99753945674412,,S,,0,female
15.18049485230227,22.242502805472718,S,,0,male
28.249873575525914,8.551949532776401,S,,0,female
50.74037766722562,65.20813780528927,S,,0,female
19.589764796624102,20.706874160260224,S,,0,male
18.488499757935514,18.426642835460203,C,C217,1,female
32.83228668563671,61.246065685028604,S,C167,0,male
41.82139266679448,19.86117186443146,C,,0,female
30.15996477784923,26.581417582797066,C,,0,female
48.60544826611785,11.87506957315528,S,D233,0,female
41.99511575593137,7.695598595562755,S,,0,male
,13.101763742114764,Q,,0,female
37.7576310185373,92.84051116499846,S,,1,female
62.58714340484519,31.284246489531142,Q,,0,male
27.12773635587538,24.341297318074933,S,,0,female
1.9506879110688056,10.140513388088237,S,A108,0,female
52.459561061239974,38.01099882802659,Q,,0,male
23.59220796660444,7.764908772499235,S,,0,female
31.51032622080246,6.706387867334125,S,,0,male
48.33370958804738,13.582456733549048,Q,A240,0,female
7.5683664251750455,78.89703424586237,S,A69,0,female
12.476939002514047,,S,,0,female
7.582108880336048,14.645515072900878,Q,,0,female
,12.529184553504116,S,,0,male
36.15491248423791,6.370937108817016,C,C183,0,female
37.33862979937879,21.213154994917232,C,,0,male
33.86783851059975,22.49760651389461,C,D173,0,male
10.22127762550687,34.907069666609885,S,,0,female
0.4,37.996545941836715,S,A48,0,male
30.76095019546535,17.49306746584901,C,,0,male
23.3951355290633,29.64280739377401,C,,0,male
36.43140080403256,12.299428433867757,S,,1,female
39.82735076709778,29.2514683773382,S,,0,female
31.935380048821546,14.082565532841993,S,,0,female
40.641863195261955,27.7052232715479,S,,0,female
33.208959237610955,26.178826304077507,C,D66,0,female
37.420905878420534,21.076581402957373,Q,,0,female
,35.029052994341384,S,,0,male
27.48544020635958,6.690714368958411,Q,,0,male
32.7548653531974,9.53108581074188,C,,0,male
41.48739865584386,16.625841944085852,C,,1,female
24.48762358885599,7.313453729706476,Q,,1,female
37.296341580249575,15.107553338001102,S,,0,male
26.278256913184695,15.452314430410343,Q,,0,female
28.354409657406176,50.23834856332149,S,E142,0,male
41.61326658833702,22.192926047797048,S,,1,female
2.0971548052418174,41.28918921054652,S,,1,female
11.849387406953346,24.808151859378384,S,,0,male
9.24940443580051,13.805028503978228,C,D168,0,male
0.4,22.056376977780236,S,,0,male
20.504297837827526,,S,,0,female
40.49207459618837,46.31106551353166,S,,0,female
,18.30882082379253,S,,0,female
32.76906114718593,6.33913642943188,S,,0,female
45.2490449539511,6.034774085543527,S,,0,male
48.58760585174768,15.982768496419173,Q,D90,1,female
29.032068913834046,5.0,C,D28,0,female
48.95020245397156,70.56774186691389,S,,0,female
31.289773218077528,30.50386088452372,C,A140,0,female
18.27642486641553,12.8717256190197,C,,1,female
21.678395069217707,9.237272741077124,S,,1,female
9.272488824089772,41.25133051556409,S,A16,1,female
17.566126047728865,9.211511860632507,S,,0,female
24.98776636695799,9.847732892350798,S,,0,female
41.250190271300426,11.749819067739042,Q,,0,male
54.09077763632377,21.75538232636875,S,A234,0,female
10.649458784721439,31.017706145108182,S,,0,male
35.49958455563886,46.287435991431956,S,E21,1,female
15.432384851794518,41.740835126147594,C,F163,1,female
36.64575923848483,20.096418125313534,Q,A172,0,male
28.16478689037183,41.03253881698822,S,F45,0,male
4.367318438134575,12.557276146656855,S,,0,female
,,C,,0,male
,12.556120674072687,S,C149,1,female
22.525396662770234,11.422871757609327,S,,1,female
15.023466241944341,12.904925365051662,C,F121,1,female
20.840034126374224,10.261896734125484,S,D242,0,female
35.99046616972884,,S,A60,1,male
27.35057922689032,,S,,0,male
34.60126803195473,66.73169128983179,S,,0,male
35.06690595500381,6.00298873687568,Q,E151,0,female
48.489263177394335,8.154629160593982,S,,0,female
,11.541943012687291,S,D17,0,female
9.323990564159754,34.32998993224884,C,,0,female
44.941113832007765,17.40115859492318,C,,1,male
25.359165590638433,12.09900894440833,S,,1,male
45.604294224083276,33.17223083827726,C,F58,0,male
35.36727958455459,39.231232869901,C,,0,male
28.164074577153173,19.823498528857268,S,,0,female
34.88286251664813,11.343518702166845,S,,1,female
57.31417584176819,24.26890004363512,C,,1,female
59.077727406752544,17.05958565208743,S,B53,0,female
,16.967346949673082,S,B127,0,male
32.24266830643906,14.031711103021596,S,B185,0,male
45.067362204529395,38.37814945872652,S,,1,female
18.16074554125714,23.924813890295837,S,,0,male
34.66298521665557,41.47084363546382,S,,0,female
29.63792012864601,51.18406749267577,Q,,0,male
34.39471496040575,27.695959557576856,C,,0,male
18.332836716708318,14.090009773810939,S,,1,male
7.746055093674435,41.60533326576634,S,D65,0,male
0.9782318961219154,27.825845737957682,Q,,0,male
14.356622418145491,124.25767625159702,C,,0,male
,24.954945573820932,C,,0,female
25.895317786917335,32.7329307360236,S,,1,female
57.121236274013235,24.61354063707082,S,,0,female
45.483907178702175,18.73945109248855,S,,0,male
16.530724371217218,16.75749993361898,C,,1,male
34.867918334313394,24.679444514335017,Q,,0,female
24.30090469109545,28.928377283170004,S,,0,male
26.01890626743867,,C,,0,female
32.59455909181535,24.933078877506237,Q,,0,female
38.66839563765551,14.526543718622381,Q,,0,male
25.250381225623784,15.97783105464791,S,,1,male
44.89392145828102,7.956141450790856,S,,0,female
14.012864834006344,64.25436701050377,Q,,0,female
30.08874687307176,13.751920272390315,S,,0,female
66.36743217234165,39.535868458027515,S,,0,male
33.12311639675385,24.375672352840724,S,F214,0,male
50.06500309248642,24.843900795386354,S,,1,female
31.281282494424914,18.50029147396019,S,,0,female
38.130879334617156,,S,,0,female
29.20503527850232,10.19630316362025,Q,,0,female
,67.35154026544437,S,E156,0,male
19.087246445844126,21.753458473854817,Q,,1,male
36.02421902540574,44.15417216379501,Q,,0,female
18.07847935139925,52.954595428313205,C,F177,0,male
39.31819330838801,15.065496796878147,C,,0,female
45.19401806224274,27.016668737113726,Q,,0,female
35.13143970132122,20.728458085241673,S,C215,0,male
25.992517730220314,8.934769384164282,S,,1,male
36.355518110321746,17.639911205550426,Q,,0,female
25.678577222350224,30.30323926289628,S,,0,male
43.09765975651209,14.163659887389741,Q,E161,0,male
4.360314820988269,16.000336659540473,S,,0,male
25.301496846338953,17.790119185434744,S,,0,male
2.1286320682640314,88.06459082743073,C,,1,female
9.069148376819129,,C,,0,female
49.09407121739473,28.53553946870264,S,,0,male
42.5325897476036,16.821581009288902,Q,,0,male
19.927276734012935,12.826861978766757,S,,0,female
8.964951615427442,16.535126634722573,S,,0,male
0.4,32.04571159042898,C,,0,female
22.391062888943114,33.353626791340865,S,,0,male
,22.878829013095945,S,D19,0,male
,43.160206354051375,S,,0,female
22.165987995307148,,S,,0,male
36.51112293300429,35.56859762366384,Q,,0,male
8.1465830580778,13.703691981053614,S,,0,female
25.837472922233104,28.392047389263553,C,,1,male
31.39268462222034,28.486789725037518,C,,1,male
,,S,,0,female
41.071285703661125,6.695212871035526,Q,,1,female
34.82503316730473,5.0,S,,1,female
39.356564253511955,21.092105911851593,S,,0,female
,24.745107690548398,C,,0,female
42.569415717747674,8.78242790023455,C,E212,0,female
52.80511726673588,41.771848542047486,S,,0,female
16.417906724880222,22.34388550661225,C,,0,female
17.572260819996163,51.65654110545617,Q,,0,male
48.70098070848326,26.033264105871304,S,F101,0,male
27.321184186269157,9.521634256646955,C,F175,0,female
49.6534994889318,27.68240047364593,S,B77,0,female
,,S,F79,0,female
50.370638067789955,13.689970574454552,S,C207,0,male
31.84080143527633,,S,F104,0,male
33.61520352651773,21.546367589587,C,,0,female
,9.968287015084288,S,,0,female
24.935213315781603,44.01900023107127,S,,0,male
16.824290657050582,15.104252454870421,S,B162,0,female
23.72010108760304,67.16960069344012,S,,0,male
36.33267530900394,5.0,S,,1,male
8.079372989472798,22.073039306364834,S,,0,male
38.9245926371157,54.62954469708328,S,,0,male
22.457201553351595,10.770242195366308,S,E87,1,female
46.06937725026989,17.96740611467858,S,,0,male
0.4,15.148098309409358,S,D11,0,male
18.988079148541637,12.445544041007224,S,,1,female
6.389445882722573,23.836924995267037,C,,0,male
18.432787470904664,8.110867907052558,C,B67,0,male
33.467322615525205,18.584387621694454,S,,0,female
27.490827243703432,28.823642380931098,S,,0,female
26.45271403472779,17.278006670910223,S,,1,female
27.77141180067915,9.972756847164543,S,B150,0,male
32.84743536867921,,S,,0,male
15.880495412796492,33.487755787244396,Q,,0,female
39.89589497258671,9.690722456980566,S,,1,female
39.27732358539677,8.11833191988149,S,,0,female
35.39053112718541,10.315554572837046,C,,0,male
37.791468198517684,29.420485453650624,Q,A79,0,male
34.14985201132123,24.35899118637504,S,,0,male
58.491026238234944,34.91993601756031,S,A229,0,male
,15.985704392190803,S,,0,female
25.700834943315925,10.51377217831026,C,C37,0,female
,38.21364083872911,S,,0,male
15.548322611910285,13.63426406100984,S,,0,male
12.577394973584944,22.88733358781614,S,,0,male
17.55683761476714,6.787295885019618,S,,0,male
29.010474656871,13.478997091473495,C,,0,female
34.680131798968006,40.71422030462837,S,,0,female
30.715988819730264,12.165545333840916,S,,0,female
,35.52201606201886,S,,1,female
42.602583896279484,5.0,C,C27,0,female
40.351777412213266,13.577660586426413,S,A61,1,female
27.764923696091763,17.81519505442986,Q,B206,0,male
20.85917397469403,68.01839697526783,S,,0,female
,8.860967736490668,S,,0,female
32.63163022480546,32.12695208987962,S,,0,female
9.726218368189333,42.09177051485595,S,,1,female
29.048276416218332,12.12121528833382,S,,0,female
33.66850136904134,15.464285993135105,S,B247,1,female
17.404272989171446,22.178872391832936,S,,0,male
,,S,,0,female
9.632485206390953,14.605932060336334,C,,0,female
48.70660540017039,49.07150051291418,S,,0,male
47.47129979083204,28.95834353791147,C,,0,female
,17.998242196215603,Q,D187,0,male
35.08836072974702,21.7399298145337,C,D173,1,female
0.4,30.16353534315908,S,D111,0,male
13.811132756285339,34.49060967091994,S,,0,female
25.88709511787018,,C,F206,1,female
14.990137700023972,58.80957373630863,S,,0,male
40.001550756829225,,S,,0,female
57.96215143047191,32.2681392100192,S,,0,female
13.527393927989772,,S,C229,0,male
,9.833975378358236,S,,0,female
33.29627715633902,15.980629657072022,S,,1,female
52.55562607899469,20.958317166066436,C,,0,male
12.886759624441357,5.824398277457551,S,E231,0,male
33.48650571229719,28.397047925571545,S,,0,male
55.49818391138352,49.462934182859456,Q,,0,male
6.875371925490258,30.07011729972576,S,C78,0,female
12.06503110415835,12.512936611231034,S,D40,1,female
24.069507509548263,11.518075935374068,S,,1,male
22.711762220024244,24.776525213432407,S,,0,male
41.37641802855102,18.041729841634773,S,,0,female
33.38323607749173,,S,,0,male
5.150531165010204,30.60627216981214,Q,,0,female
,43.13450988987561,Q,,0,male
21.91445557702089,9.093079227704703,S,C238,1,female
47.842261037177344,23.45616273337325,C,,0,female
,15.57344931422184,S,,0,female
21.0873860365687,18.74553272280014,C,,0,male
37.57584255126344,36.784854459842926,S,,1,male
40.680970752717116,39.69352638853769,C,,0,male
36.27339109510685,53.45876212439101,S,,0,male
6.401637556612685,27.056118589455778,S,,1,female
37.53248215899551,,Q,,0,female
15.519687276558415,16.827005589769158,S,,0,male
,5.963583139445426,S,,0,male
10.067717904413158,51.30635026865057,S,,0,male
36.24851006560289,16.03335292457832,Q,,1,female
18.707615339696783,,S,C121,0,male
12.043114896352696,32.30744076756435,S,E12,0,male
39.993481910753594,8.400398487102937,C,,0,male
33.383023303474516,10.523991181946299,S,B139,0,male
21.40432478049944,,S,,0,female
50.316503886294896,24.61374092001978,C,D55,0,female
23.830866098023606,13.377711951949228,Q,,0,female
30.449507435593084,18.38540405999593,C,,0,female
33.764788267500414,42.96414082106451,S,,0,female
21.32467692219941,38.629650752995595,S,,1,female
,,C,,0,male
22.53166713969386,63.05445326271093,S,,0,male
